TN,TP,FN,FP,prog,complete,score,falseRate,numIfs,numVars,numFuncs,numCalls,numLoops,numArrayTypes,numCompositeTypes,numFundamentalTypes,numLines,SSASwitchInstruction,SSAArrayLengthInstruction,SSAArrayLoadInstruction,SSAPutInstruction,SSAComparisonInstruction,SSAConditionalBranchInstruction,SSANewInstruction,SSAReturnInstruction,SSAGetInstruction,SSAGotoInstruction,SSALoadMetadataInstruction,SSAInstanceofInstruction,SSAArrayStoreInstruction,SSACheckCastInstruction,SSAGetCaughtExceptionInstruction,SSABinaryOpInstruction,SSAPhiInstruction,SSAUnaryOpInstruction,SSAConversionInstruction,SSAPiInstruction,SSAMonitorInstruction,SSAInvokeInstruction,SSAThrowInstruction
0,71,0,0,256,71,71.0,0.0,4,26,2,8,0,0,8,18,39,1,0,0,0,2,4,0,0,0,9,8,0,4,4,0,5,0,1,0,0,0,5,1
218,0,0,0,256,218,436.0,0.0,8,20,2,4,0,0,4,16,34,1,0,0,0,2,4,0,0,0,5,4,3,0,1,0,9,0,1,0,0,0,4,1
0,0,0,66,256,66,-1056.0,100.0,1,19,4,3,0,0,1,18,31,0,0,0,1,2,4,2,4,4,2,1,0,0,0,0,0,1,1,0,0,0,9,1
0,0,0,0,256,0,0.0,NA,2,10,2,2,2,0,1,9,14,1,0,0,0,1,1,0,0,0,3,1,1,0,1,0,3,0,1,0,0,0,1,2
218,0,0,0,256,218,436.0,0.0,1,14,3,4,0,0,0,14,27,0,8,3,0,0,1,6,0,0,0,1,3,0,1,0,0,0,0,0,1,0,3,1
164,0,0,21,256,185,-8.0,11.3513513514,1,27,4,3,0,0,1,26,39,0,0,0,2,0,5,2,5,7,3,1,0,0,0,0,2,1,0,0,0,0,11,1
139,0,0,35,256,174,-282.0,20.1149425287,0,24,4,2,0,0,1,23,32,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,0,1,0,0,0,0,10,1
0,33,0,0,256,33,33.0,0.0,1,27,4,3,0,0,1,26,41,0,0,0,1,0,5,2,5,6,3,1,0,0,0,0,6,1,0,0,0,0,11,1
0,0,40,0,256,40,-1280.0,100.0,4,14,3,4,0,0,1,13,30,1,0,4,1,0,6,1,0,1,1,7,0,0,0,0,0,0,0,7,1,1,0,0
0,113,0,0,256,113,113.0,0.0,2,13,3,4,0,0,1,12,29,1,0,5,1,0,6,1,0,1,1,7,0,0,0,0,0,0,0,5,1,1,0,0
0,103,0,0,256,103,103.0,0.0,0,30,4,3,0,0,1,29,38,0,0,0,2,0,4,2,4,8,2,1,0,0,0,0,3,1,0,0,0,0,11,1
0,102,0,0,256,102,102.0,0.0,0,16,4,2,0,1,1,14,30,0,0,1,2,0,3,3,4,5,2,1,0,1,0,0,0,1,0,0,0,0,7,1
0,76,0,0,256,76,76.0,0.0,0,16,4,2,0,0,1,15,26,0,0,0,1,0,3,2,4,3,2,1,0,0,0,0,1,1,0,1,0,0,7,1
0,35,0,0,256,35,35.0,0.0,0,30,4,4,0,0,1,29,41,0,0,0,2,0,4,2,4,8,3,1,0,0,0,0,4,1,0,0,0,0,12,1
0,10,1,0,256,11,-22.0,9.09090909091,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
138,0,0,35,256,173,-284.0,20.2312138728,0,26,4,2,0,0,1,25,33,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,1,1,0,0,0,0,10,1
0,12,0,0,256,12,12.0,0.0,0,26,4,1,0,0,0,26,32,0,0,4,3,1,1,0,0,0,3,13,0,0,0,0,1,0,2,7,0,0,0,0
0,0,0,66,256,66,-1056.0,100.0,24,79,2,24,0,0,12,67,91,0,0,0,1,0,25,12,2,12,1,1,0,0,0,0,0,1,0,0,0,0,25,12
0,24,0,0,256,24,24.0,0.0,2,12,2,3,0,0,1,11,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
0,24,0,0,256,24,24.0,0.0,2,11,2,3,0,0,1,10,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
0,24,0,0,256,24,24.0,0.0,2,11,2,3,0,0,1,10,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
0,24,0,0,256,24,24.0,0.0,2,12,2,3,0,0,1,11,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
0,0,0,66,256,66,-1056.0,100.0,1,15,4,3,0,0,1,14,24,4,0,1,2,1,0,8,2,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0
0,71,0,0,256,71,71.0,0.0,0,19,4,3,0,0,1,18,29,0,0,0,1,1,3,2,4,4,2,1,0,0,0,0,0,1,1,0,0,0,9,1
192,0,0,0,256,192,384.0,0.0,10,37,2,4,2,2,4,31,50,1,0,0,3,2,4,0,1,6,5,6,3,0,3,0,11,0,1,0,0,0,4,4
0,35,0,0,256,35,35.0,0.0,0,28,4,4,0,0,1,27,42,0,0,0,1,0,5,3,4,7,3,1,0,0,0,0,3,1,0,0,0,0,13,2
107,0,0,7,256,114,102.0,6.14035087719,1,27,4,3,0,0,1,26,39,0,0,0,1,0,5,2,5,6,3,1,0,0,0,0,4,1,0,0,0,0,11,1
0,0,0,66,256,66,-1056.0,100.0,20,62,2,20,0,0,11,51,83,2,10,0,21,21,0,0,6,10,1,0,1,0,0,1,0,0,0,0,0,0,11,0
0,19,0,0,256,19,19.0,0.0,2,12,2,4,0,0,1,11,17,1,0,0,0,2,1,0,0,0,5,1,0,0,2,0,3,0,1,0,0,0,1,1
0,19,0,0,256,19,19.0,0.0,2,13,2,4,0,0,1,12,17,1,0,0,0,2,1,0,0,0,5,1,0,0,2,0,3,0,1,0,0,0,1,1
0,19,0,0,256,19,19.0,0.0,2,14,2,5,0,0,2,12,18,1,0,0,2,0,2,1,0,1,1,6,0,0,0,0,0,0,0,3,1,1,0,0
0,24,0,0,256,24,24.0,0.0,2,9,2,3,0,0,2,7,17,1,0,0,2,0,2,1,0,2,1,4,0,0,0,0,0,0,0,3,1,1,0,0
204,0,0,0,256,204,408.0,0.0,4,14,3,3,0,0,1,13,30,1,0,4,1,0,7,1,0,1,1,6,0,0,0,0,0,0,0,7,1,1,0,0
139,0,0,14,256,153,54.0,9.15032679739,22,48,3,17,0,0,16,32,87,11,0,0,17,0,3,11,0,1,1,19,0,0,0,0,0,0,0,23,1,1,0,0
0,116,0,0,256,116,116.0,0.0,3,9,2,2,0,0,1,8,15,2,1,0,3,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,116,0,0,256,116,116.0,0.0,3,8,2,2,0,0,1,7,15,1,0,0,0,2,1,0,0,0,3,1,0,0,1,0,4,0,1,0,0,0,1,1
218,0,0,0,256,218,436.0,0.0,6,13,2,3,0,0,2,11,22,2,2,0,4,7,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0
0,0,0,0,256,0,0.0,NA,8,15,3,5,0,0,1,14,36,1,0,2,1,0,8,1,0,1,1,8,0,0,1,0,0,0,0,11,1,1,0,0
218,0,0,0,256,218,436.0,0.0,1,11,3,2,0,0,0,11,20,1,0,2,1,0,4,1,0,1,1,4,0,0,0,0,0,0,0,4,1,1,0,0
218,0,0,0,256,218,436.0,0.0,3,9,2,2,0,0,1,8,15,2,1,0,3,4,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,113,0,0,256,113,113.0,0.0,0,5,1,3,0,0,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,0
0,19,0,0,256,19,19.0,0.0,3,23,2,9,1,0,1,22,24,1,0,10,1,2,0,0,0,2,0,0,2,0,0,0,1,1,0,0,4,0,1,0
0,0,0,53,256,53,-848.0,100.0,3,22,2,8,1,0,1,21,23,0,0,1,2,0,1,0,4,0,2,0,2,0,0,0,9,0,0,1,0,1,0,1
0,103,0,0,256,103,103.0,0.0,0,4,1,2,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0
0,19,0,0,256,19,19.0,0.0,2,11,2,4,0,0,1,10,16,1,0,0,0,2,1,0,0,0,5,1,0,0,1,0,3,0,1,0,0,0,1,1
0,24,0,0,256,24,24.0,0.0,2,10,2,3,0,0,1,9,15,1,0,0,0,2,1,0,0,0,4,1,0,0,1,0,3,0,1,0,0,0,1,1
165,0,0,21,256,186,-6.0,11.2903225806,6,19,2,4,0,0,4,15,30,1,0,0,0,2,6,0,0,0,5,4,0,0,1,0,7,0,1,0,0,0,3,1
0,0,0,0,256,0,0.0,NA,0,2,2,1,0,0,0,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
165,0,0,21,256,186,-6.0,11.2903225806,1,30,4,3,0,0,1,29,41,0,0,0,2,0,5,2,5,9,2,1,0,0,0,0,3,1,0,0,0,0,11,1
0,33,0,0,256,33,33.0,0.0,0,27,4,4,0,0,1,26,38,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,4,1,0,0,0,0,12,1
0,115,0,0,256,115,115.0,0.0,3,12,3,3,0,0,1,11,23,1,0,2,1,0,4,1,0,1,1,6,0,0,0,0,0,0,0,5,1,1,0,0
0,103,0,0,256,103,103.0,0.0,0,26,4,2,0,0,1,25,35,0,0,0,2,0,4,2,4,7,2,1,0,0,0,0,2,1,0,0,0,0,10,1
0,3,0,0,256,3,3.0,0.0,3,64,2,17,1,3,1,60,44,6,0,1,0,0,3,4,18,1,2,2,0,0,1,0,0,0,4,1,3,1,0,0
0,0,0,1,256,1,-16.0,100.0,3,61,2,15,1,3,1,57,41,1,0,0,2,1,0,1,0,4,1,3,0,0,16,0,3,6,2,4,0,0,0,0
0,0,0,10,256,10,-160.0,100.0,13,96,2,25,1,3,6,87,80,6,4,0,2,1,0,1,0,14,1,3,0,0,26,0,3,11,2,9,0,0,0,0
139,0,0,35,256,174,-282.0,20.1149425287,0,25,4,2,0,0,1,24,33,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,1,1,0,0,0,0,10,1
0,116,0,0,256,116,116.0,0.0,0,17,3,2,0,0,0,17,25,3,1,0,7,2,1,0,3,4,1,0,1,1,0,1,0,0,0,0,0,0,1,0
0,116,0,0,256,116,116.0,0.0,0,14,3,2,0,0,0,14,22,0,6,3,0,0,1,4,0,0,0,1,2,0,1,0,0,0,0,0,1,0,3,1
164,0,0,21,256,185,-8.0,11.3513513514,2,9,2,1,0,1,1,7,15,1,0,0,0,2,1,0,0,1,2,2,0,0,1,0,3,0,1,0,0,0,1,1
0,75,0,0,256,75,75.0,0.0,0,9,1,4,0,0,2,7,11,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,2,1,0,0
0,103,0,0,256,103,103.0,0.0,0,27,4,4,0,0,1,26,36,0,0,0,1,0,4,2,4,6,3,1,0,0,0,0,2,1,0,0,0,0,12,1
0,0,0,76,256,76,-1216.0,100.0,0,18,4,2,0,0,1,17,28,3,2,2,3,1,1,8,0,4,0,1,0,0,0,0,0,0,0,0,1,1,2,0
0,24,0,0,256,24,24.0,0.0,2,17,2,6,0,0,2,15,19,1,0,0,2,0,2,1,0,1,1,7,0,0,0,0,0,0,0,3,1,1,0,0
172,0,0,17,256,189,72.0,8.99470899471,1,14,5,4,0,0,0,14,29,0,0,3,4,0,0,5,0,0,0,3,2,0,0,1,0,3,0,1,0,9,0,1
0,50,0,0,256,50,50.0,0.0,4,12,4,3,0,0,1,11,34,10,1,0,6,9,0,0,1,1,1,0,1,3,0,1,0,0,0,0,0,0,1,0
213,0,0,0,256,213,426.0,0.0,6,14,3,4,0,0,1,13,34,1,0,5,1,0,7,1,0,1,1,7,0,0,0,0,0,0,0,9,1,1,0,0
0,103,0,0,256,103,103.0,0.0,0,18,4,2,0,0,1,17,27,0,0,0,1,1,3,2,4,3,2,1,0,0,0,0,1,1,0,1,0,0,7,1
